,comentarios,estrelas
467,O produto corresponde com minhas expectativas com ótimo desempenho.,5
468,"Produto muito bom mesmo. Tem um tempo de impresão bem rapido, otimas funções e fácil de manuseiar",5
469,"Produto lixo, tinta cara, não imprime se todos os cartuchos não estiverem cheios, fica  o tempo todo limpando a cabeça de impressão, cartucho vem com  pouca tinta, não aceita outro cartuchos, ou recarregados.
UMA PORCARIA!!!!
NUNCA COMPRE!!!!",1
470,Impressora atendeu minhas necessidades. Qualidade de impressão muito boa.,5
471,"A impressora é excelente porém NÃO SE ENCONTRA tinta facilmente ! Essa impressora tem 3 meses de uso e a Epson começou a descontinuar a entrega de cartuchos. Em Fortaleza está difícil, vou ter que comprar pela internet pagando frete ! Falta de respeito com o consumidor",1
472,"Essa impressora faz barulho para realizar operações, acho que deveria melhorar.",4
473,"otimo custo beneficio produto de boa qualidade ja imprimi texto,foto,cartao de visita e ate convites",5
474,Comprei e com certeza não me arrependo! Ótimo produto e muito fácil pra instalar. As impressões são bem nítidas até impressão de fotos fica ótimo!,5
475,Qualidade de impressão é ótima. Muito difícil a utilização do wi fi e a instalação do software pela internet. Tem muitas opções no site e não sabia o que exatamente baixar.,3
476,"produto chegou antes do prazo, porém para instalar o wifi muito complicado, demais estou satisfeita com a compra",4
477,"É uma impressora muito boa de resolução na impressão! Só que ela puxa as vezes vários papéis de uma vez, fazendo assim temos que refazer o trabalho todo! Como e para mim usar em casa e boa! E os cartuchos vc tbm só vai achar o originais, que vem com pouca tinta!",2
478,"Produto de excelente qualidade, recebi antes do prazo .",5
479,"O produto é muito bom, e a entrega foi rápida, preço bom, ótima qualidade, bonito e econômico",4
480,O produto correspondeu às minhas expectativas. Ótima qualidade!,5
481,"o produto esta na media de outros equipamentos mas a qualidade  do material e meio faco
muito simples",3
482,"Sempre costumo comprar minha coisas com a magazine mas infelizmente dessa vez não dei sorte e o produto veio com um defeito que não imprimia colorido , mas o atendimento para devolução do mesmo foi muito bom e rapido.",4
483,"Ótima impressora e scanner nota 10, entrega em 12 dias, dentro da média.",4
484,"pelo custo, apresenta qualidade boa de funcionabilidade.",4
485,"Gostei muito da funcionalidade da impressora! A instalação é um pouco demorada, porém, nada complicada e a impressora de fácil uso!
O melhor ainda é que o modelo permite a instalação de bulk in o que tornará minhas impressões ainda mais baratas!",5
486,"A impressora epson XP-241 é ótimo, imprime rápido, pequena e cabe em qualquer cantinho.  Só não dei cinco estrelas pq o manual é online, ele poderia ter vindo impresso.",4
487,Tudo aconteceu extamente como o planejado e o produto correspondeu às expectativas,5
488,"A impressora é muito boa, scanner rápido, impressão com boa definição e rápida tb. Muito legal o recurso da impressora ter email, assim é possível enviar documentos pra esse email e ele é impresso automaticamente",5
489,O produto apresenta bom custo benefício. Qualidade nos Materiais.,5
490,Atendeu as expectativas. Produto entregue dentro do previsto.,5
491,Demora muito p iniciar o processo é nem sempre funciona com Wi-Fi,5
492,Muito boa impressora e entrega muito rápida parabéns Magazine Luiza ....,5
493,"Atendeu minha necessidade, bom produto.recomendaria.",4
494,"Qualidade boa de impressao,estou satisfeita e recomendo o produto.",5
495,"Meu produto foi uma impressora de qualidade  ,Epson XP 241 chegou antes do esperado ,gostei muito",5
496,A impressora é ótima com bons recursos e econômica !!!!  Com entrega rápida !!!,5
497,a impressora atende a demanda doméstica que preciso,4
498,Muito bom atendeu a todas as minhas Gersonexpectativas,5
499,"A multifuncional é simples de instalar, as funcionalidades via Wi-Fi e remotas são muito boas e gostei da qualidade da impressão.
O melhor custo x benefício que encontrei.
A entrega foi super rápida, antes do previsto.",5
500,O produto é muito bom a qualidade fiquei muito impressionado,4
501,"O produto possui ótimos recursos, compacta, rápida e boa qualidade de impressão.",5
502,"Difícil acesso a compra de cartuchos
Não gostei da impressão",1
503,"APESAR DA RÁPIDA IMPRESSÃO, OS CARTUCHOS TEM POQUÍSSIMA CAPACIDADE, MENOS DE 100 FOLHAS E TODOS ELES ACABARAM.",2
504,"Boa impressora, adequada para o meu volume de uso, cerca de 150 impressões por mês. Boa qualidade. Apenas notei que a tinta acaba muito depressa, em menos de um mês já tive que encomendar o cartucho preto, que estou prestes a trocar.",4
505,Chego antes do prazo excelente vendedor recomendo boa compra fiz sem problemas.... Excelente impressora ótima revelação ótimo imprimir​ de boa qualidade.... Recomendo este produto é ótimo,5
506,"Para o uso domestico esta perfeito, produto de boa qualidade.",4
507,"MUITO BOM O PRODUTO ,  CHEGOU ANTES DO TEMPO MARCADO!",5
508,Protudo igual oque eu esperava muito Obg!  Entrega muito rápido.,5
509,"Produto entregue antes do prazo, foi  fácil  a instalação e configuração, atendeu todas as perspectivas esperadas. Parabéns a equipe pela cobertura oferecida... da compra a entrega da mercadoria;",4
510,Produto muito bom espero que não me de dor de cabeça,4
511,impressora com boa nitidez de impressao . eficiente no que se propoe. cartucho com bom preço,4
512,"era mesmo o que eu queria ,obrigada.....pratico e atende as minhas expectativas",4
513,Tem atendido as expectativas. Facilidade de uso e impressão satisfatória.,5
514,"A entrega foi na data correta, ótima impressora só deixa a desejar o cartucho,pois acaba rápido já estou no segundo.",4
515,Produto de alto padrão. Parabéns Magazine Luiza pelo ótimo atendimento e compromisso com seus clientes.,5
516,"achei fraca,só vem ensinando a montar,não ensina os recursos para imprimir,e digitalizar.",2
517,"O produto possui otimos recursos, simples facil e muito util, sem falar  no Wi-Fi, isso sim e de extrema nessecidade, pois hj se faz tudo pelo celular....recomendo!!!!",5
518,Produto de excelente qualidade e com preço competitivo.,5
519,demorou e quando chegou a tinta do cartucho tinha qualzer nada no mesmo dia acabou,3
520,PRODUTO MUITO BOM PARA USO DOMICILIAR E PEQUENAS TAREFAS. CUMPRE PERFEITAMENTE O DESEJADO.,5
521,Ótimo produto e de fácil utilização porém pouca tinta.,4
522,amei o design e lindo; ela imprime rapidamente; não preciso ir a lan house imprimir mais; graças a DEUS tenho a minha agora; eu indico e exelente; compraria de novo; obrigado magazine Luiza.....,5
523,"RECOMENDO PRODUTO DE QUALIDADE E ENTREGA MUITO RÁPIDA, FIQUEI SATISFEITA,",4
524,O produto superou as expectativas e de boa funcionalidade,5
525,Produto bom o esperado pelas spectativas otimo e bem funcional.,5
526,Cumpre o prometido. Entrega no prazo. Excelente loja para comprar.,5
527,Impressora condizente com o seu preço. Vale a pena,4
528,"Produto parece bem intuitivo, recém começando a usar, mas a configuração foi bem tranquila (obs. primeira impressora em casa)",5
529,"O produto é excelente, responde todas as minhas necessidades!
Adorei e recomendo.",5
530,"A impressora é básica, mas a qualidade da impressão é muito boa. Também digitaliza e tem um bom tamanho. Bom custo x benefício.",4
531,O equipamento tem um ótimo custo benefício. O prazo de entrega foi ótimo.,5
532,"muito bom recomendo, esta atendendo todas as minhas necessidades.",5
533,"Nossa, foi muito rápida a entrega... bom produto e preço!!!",5
534,"O produto já conhecido é de excelente qualidade, atendendo plenamente minhas necessidades.",5
535,Ótimo produto gostei sastifeito antendeu minhas espectativas,4
536,"Excelente produto, e entrega muito rápida! Recomendo!",5
537,Gostei bastante. Bem leve para transportar. Fácil de usar. Rápido e com bons recursos.,5
538,"Otimo custo beneficio, cartuchos individuais com bom preço.",4
539,Gostei do produto! Barato e de boa qualidade. Vale a pena!,5
540,"Os recursos são os citados pelo fabricante. No momento, o que eu preciso. Estou satisfeita com a minha compra e entrega no prazo pelo Magazine Luiza..Obrigada.",4
541,"Produto fácil de usar e bem pratico, até agora nenhum problema",3
542,"Bom produto. Ótima impressão e digitalização. Mas não consegui instalar a multifuncional no modo wi-fi, mesmo com o roteador wireless a menos de 2 metros do produto.Menciona que o sinal está fraco, o que não é verdade, pois outros produtos wireless funcionam perfeitamente.",4
543,"Otima, pequena ocupa pouco espaço, atende minhas necessidades.",4
544,Boa impressão.  A instalação não foi tão fácil quanto pensei.,4
545,otimos produtos. recomendo para uso no dia dia excelentes produtos.,4
546,Fui muito bem auxiliada. Recomendo que esse serviço continue assim.,5
547,chegou antes do prazo produto muito bom estou satisfeito,5
548,"smart tv excelente, conforme propaganda do faabricante",5
549,"Gostei do produto, atendeu às minhas necessidades.",5
550,"Produto de excelente qualidade, atende as expectativas para usuários domésticos, entrega rápida.",5
551,"Compacta, rápida impressão e multifuncional. Eu recomendo.",5
552,"É um bom produto, poderia ser um pouco maior para notebook's 15,6 e 17 polegadas, mas da para usar. Já para notebook 14' é perfeito. Recomento",4
553,Essa impressora e muito boa . Embora a entrega demorou muito.,5
554,Produto bom entrega rápida recomendaria para amigos,5
555,"Atende as necessidades cumpre o q promete
Fácil instalação",5
556,"Ainda não usei todos os recursos, mas no momento esta dentro das minhas expectativas do produto",4
557,"Embora a compra seja recente, o produto é muito bom. È muito bonito, moderno e funciona muito bem.",5
558,"Comprei uma impressora excelente, imprime super rápido com uma qualidade fenomenal. A entrega foi espetacular e o preço nem se fala. Recomendo a todos. Satisfação garantida.",5
559,"Entrega foi super rápida, o produto é ótimo e chegou antes do prazo.",5
560,"EXCELENTE QUALIDADE, ENTREGA RAPIDA, OTIMO ATENDIMENTO",5
561,"Chegou no prazo. Tudo certinho. Ainda não instalei, mas ela eh uma gracinha, leve e compacta mesmo. Os cartuchos que acompanham são mini, assustam de tão pequenos. Eu imaginava que fossem maiores.  Não recomendo para quem imprime bastante pq o custo vai ficar elevado.",3
562,"Tem me atendido super bem perfeitamente , recomendo.",5
563,"Muito bom adore,i a marca já conheço  gostei muito do modelo, satisfeito.",4
564,Recebi corretamente a mercadoria e em pequeno tempo gostei,4
565,"Produto de ótima qualidade, fácil manuseio, bem como agilidade.",4
566,"O produto é ótimo. Corresponde à todas as expectativas.
Apenas precisaria ser um pouco melhor embalado, já que precisei ir até o Correio buscar, e todos na rua viam o que eu trazia na caixa.",4
567,"Fácil instalação, compacta e com bonito design. Qualidade de impressão boa, mesmo em rascunho, porém, os indicadores digitais de tinta marcaram uma baixa significante com somente 5 ou 6 páginas impressas. Ainda estou um pouco em dúvida com relação à economia.",4
568,"Impressora boa, atende muito bem conforme planejado",4
569,"Impressora entrega o que oferece. Só não consegui realizar o recurso de economia de tinta que tinha na HP, como impressão rápida ou rascunho.",4
570,GOSTEI MUITO DE COMPRAR ONLINE PELA MAGAZINE LUIZA,5
571,recomendo produto atende minhas espectativas........,4
572,"A impressora possui recursos de WI-FI simplificando a impressão a partir de vários computadores, foi muito fácil de instalar e até o momento tem sido bastante eficaz.",5
573,Perfeita. Chegou 2semanas antes do prazo. A cor é feita. As impressoes sao boas. Parabens á vcs. E o preço super en conta. Mesmo com o valor da frete,5
574,A multifuncional até agora é excelente. O custo benefício superou as expectativas.,5
575,Otimo atendimento rapida entrega produto excelente,5
576,"O produto tem conexão wifi, posso imprimir pelo celular",5
577,"Melhor preço, mas tive que esperar por 3 dias. Produto dificílimo de configurar, quase devolvi.manoal de instrução, péssimo.",2
578,"Atendeu minhas expectativas de preço, prazo de entrega.",5
579,Muito bom. Foi entregue dentro do prazo. Eu recomendo .,5
580,"Muito bom, excelente.. Wifi é perfeito... Impressões muito boas.",5
581,"Foi entregue no prazo , é uma otima impressora, recomendaria com certeza.",5
582,"Impressora Epson XP241, muito bom produto! Processo de compra e entrega da Maganize Luiza execelentes!",5
583,"o banco é muito duro, mas o restante é bom, a montagem é simples de fazer mas não vem com chave de montagem",3
584,"Tudo Ok com o recebimento da mercadoria.
Se a avaliação continuar complexa, com certeza não terão muitos retornos a não ser reclamações.",5
585,O produto me atende muito bem e tem preço atrativo.,5
586,"Pontos em destaque:  Wi-Fi,  cartuchos, silencioso",5
587,Excelente qualidade e rapidez na entrega da mercadoria.,5
588,O produto possui o que é especificado. Bom custo beneficio.,5
589,produto muito bom mas a única desvantagem    é que a tida não dura quase nada não imprimi nem 50 folhas e já acabou,3
590,"A entrega foi rapida, sem problemas, a impessora é boa, apenas acho que deveria vir mais 
tinta os cartuchos, principalmente a cor preta, imprime apenas algumas folhas, 10 a 15 e a tinta preta acabou, apenas usei a cor preta, mas o resto para meu uso está ok.",3
591,"Atende a minha necessidade de imprimir, copiar e scanear na comodidade da minha casa.",4
592,"cartuchos com bom preço,  boa qualidade de impressão, rapidez",5
593,Produto otimo e recomendo a todos tem recursos que agradam,5
594,Funciona bem e cumpre o que promete. Fácil instalação.,4
595,"O produto é maravilhoso, difícil configuração do wi-fi, ou meu produto não está adequado a minha internet.",4
596,"o produto atende as minhas expectativas,mas o seu preço poderia sem o seu valor poderia ser mais acessível .",5
597,Bom produto. Recomendo. Comprei pelo site e chegou bem rápido,5
598,Simples e intuitivo para instalar. Funciona perfeitamente.,5
599,"Boa impressora e bom preço.
Entrega rápida em 2 dias uteis.   - Recomendo",4
600,"Por enquanto tudo bem. Parece meio frágil. 
A interface não é tão simples.",4
601,um produto de otima qualidade satisfaçao  total  rapidez na emtrega  otimooo obrigada.,5
602,"Produto atendeu minhas expectativas, apenas não entendi como ativar o wi-fi do produto.",5
603,"Bons recursos, fácil utilização, preço razoável em relação aos concorrentes.",4
604,"Já conhecia o produto e adquiri um outro igual, ambos são novos e por enquanto funcionando perfeitamente.",5
605,Produto fácil de instalar. Bom custo benefício. Recomendo.,4
606,era o que queria e do tamanho do meu bolso. A marca é qualidade garantida,4
607,Ótimo produto......recomendo a todas donas de casa  .......muito bom ter uma impressora com essa qualidade.....amei....,5
608,Muito boa adorei! Recurso de impressão por email muito prático.,5
609,"Produto muito bom, custo benefício excelente, fácil instalação.",5
610,"Produto atendeu a todas as expectativas. Todos os dispositivos e pc's estão conectados via  WI FI , sem contar com a impressão remota .",4
611,"Maravilhoso o produto, meu sobrinhos amaram.Excelente produto.",5
612,"Excelente o trabalho, chegou antes do prazo estimado, e em ótimo estado, muito bem cuidada e os entregadores muito empenhados, pois chegaram a noite.",5
613,Equipamento atendeu todas as expectativas! Excelente custo benefício,5
614,"Produto muito bom, fácil a instalação, comprei para trabalhos escolares do meu filho,ainda não imprimi fotos, até o momento ótimo produto !!!!",5
615,"Muito boa, custo beneficio, Wi-fi, isso é um excelente recurso.",4
616,"Produto de excelente qualidade, fácil instalação. Recomendo.",5
617,"Muito bom o produto, recomendo para quem comprar uma impressora para uso domestico.",5
618,"Impressora muito boa. Fácil de configurar e os cartuchos são baratos. O ruim é que só funciona com os 4 cartuchos com tinta, caso acabe, é necessário trocar o cartucho para funcionar (mesmo se for uma cor que não será usada na impressão). O Wifi é bom, mas o app da Epson poderia melhorar. Gostei do produto e recomendo.",5
619,Recomendo tudo certo entrega rápida loja ótima de compra.,5
620,"ótimo produto, esta superando as minhas expectativas e de minha família. 
ótima qualidade na imagem. amei o produto",5
621,O produto era o que eu imaginava e atende às minhas expectativas e necessidades.,5
622,"Ótima impressora,  atendeu as expectativas sem contar no custo benefício,  pra quem quiser adquirir uma pra se ter em casa recomendo.  Abraços.",5
623,"Produto simples, mas que atende plenamente as necessidades de um home office ou de um pequeno escritório. Recomendo.",5
624,"A impressora funciona bem até o momento. Meu receio é que, assim como a maioria das Epson, venha a apresentar entupimento nos dutos de tinta, razão porque não recomendaria a amigos.",5
625,"PREÇO BOM, ELA É UM POUCO DEMORADA EM ESCANEAR E IMPRIMIR. MAS CUSTO BENEFÍCIO COMPENSA. OS 4 CARTUCHOS INDIVIDUAIS TAMBÉM FAZEM VALER.",4
626,"super recomendo, produto maravilhoso e entrega antes do prazo !!!!",5
627,Ótimo produto por um preço justo e com entrega no prazo.,5
628,muito  bom produto gostei facil de usar exelente recomendo,5
629,Adorei os recurso de impressão sem fio. Ótimo aparelho recomendo a todos.,5
630,ainda não testei mas veio dentro do especificado mas tenho certeza que ta tudo certo,5
631,"Muito bom , a entrega ocorreu antes do prazo
Estou muito satisfeito 
Farei novas compras.
Obrigado",5
632,"Ótima qualidade​ a impressora, compatível com a descrição.",5
633,"A impressora  é lenta.
O cartucho é pequeno, não dá para  imprimir quase nada.
Fiquei extremamente insatisfeita!",1
634,"O produto é de qualidade, de fácil instalação e está suprindo as minhas necessidades.",4
635,Produto muito difícil de instalar.... comprei faz 2 semanas e ainda está parada aqui pq ngm consegue configurar a impressora. Só isso ela tem de ruim.... pq e rápida e simples. Mas pra instalar é o ó !,3
636,produto de boa qualidade e de acordo com o esperado,5
637,"Bom custo benefício, compacto e bem adequado aos espaços.",5
638,"Satisfeito com o produto atendeu as minhas expectativas, e o prazo de entrega excelente chegou super rápido antes do prazo estipulado e produto de fácil instalação.",5
639,"O produto é ótimo e o atendimento da loja virtual é muito bom, são bem atenciosos.",5
640,"Produto atendeu minhas necessidades, por enquanto não tenho reclamações.",5
641,"Ó timo produto ,comprei gostei e recomendo é pratico e rápido.",5
642,"O produto possui recursos, que estavam na minha expectativa. Muito bom.",5
643,"O produto,perfeito muito bom.gostei fácil de instalar.e recomendo.",5
644,"Satisfeita c minha multifuncional. Parabéns a magazine Luiza, entrega rápida.",5
645,"Impressora me surpreendeu. Fácil de instalar, de usar e o melhor são os preços dos cartuchos. Recomendo.",4
646,Adorei a impressora. Melhor do que eu esperava. Magazine nota 10 tb,5
647,"Produto muito bom, prazo de entrega perfeito e facilidade da compra. Nota 10 tudo.",5
648,"Muita boa Epson é demais !!! rápida,fácil instalação  e qualidade me surpreendeu",5
649,"Adorei o produto é de fácil manuseio, entrega rápida.",5
650,"Gostei do desempenho, bom custo beneficio, atende bem o que se propõe a fazer.",4
651,"ótima impressora recomendo, pouco consumo, valor do cartucho em conta muito bom!!!!!",5
652,Não tem cartuchos compatível... Somente original. O produto é excelente.,5
653,"produto muito bom , entrega dentro do prazo e de fino acabamento",5
654,Foi tudo perfeito  chegou antes do prazo foi rápido demais adorei,5
655,"Impressora muito boa! Para o uso doméstico, excelente custo benefício",4
656,"O produto tem as características que foram anunciadas, como agilidade, wi-fi impressão de fotos e outras mais, inclusive a velocidade de impressão que é muito boa",5
657,"Entrega rapida, produto correto, bem embalado, preço bom",5
658,"Recomendo a impressora, ótima qualidade de impressão....",5
659,Eu gostei do produto e muito bom chegou antes do prazo foi muito bom,2
660,"Impressora Epson XP 241 ótimo produto, tudo dentro do combinado, e com vários dias de antecedência na entrega",5
661,"Produto ainda pouco utilizado mas foi retirado na loja e entregue perfeitamente em ordem, só faltando comunicação da loja para ser retirado no tempo estimado, que foi de dois dias após a confirmação do pagamento. Parabéns Magazine Luiza pelo atendimento.",4
662,rápida e fácil de manusear.........................,4
663,Recomendo Ótimo produtos gostei muito muito boa essa impressora,5
664,"Impressora compacta, super rápida nas impressões, e com um preço excelente!!!",5
665,impressora multi funcional    tyd bem         muito otima,5
666,Uma qualidade na impressão rapidez fácil instalação.,5
667,Fácil de intalar. Cartuchos com preço consideravelmente bom. Tamanho ok e preço bem em conta. Entrega bem antes do tempo previsto.,4
668,produto muito bom era que eu ja esperava em breve irei realizar mais compras quando ouver mais promoções,4
669,A impressora tem uma qualidade da impressão muito boa e possui vários recursos.,4
670,"A impressora se comporta bem, bom para o uso do dia a dia",4
671,"Correspondeu minhas expectativas. 
recomendo a quem estiver com dúvidas.",5
672,"Eu recomendo ,sempre fui bem atendida em  toda compro q fiz",5
673,muito bom cumpre o prazo de entrega até antecipa eu recomendo.,4
674,Todas as 3 compras que fiz chegaram antes do prazo estipulado e o produto em perfeitas condições de uso.,5
675,"Otimos produtos, tanto a multifuncional como o som para o meu carro, dois produtos que estou usufruindo todos os dias.",4
676,Chegou muito rápido muito bom o produto. Recomendo...muito fácil para instalação,5
677,"Tudo ok! Chegou como previsto! A única coisa chata é essa qualificação, que obriga a preencher várias coisas...",5
678,muito bom produto e realiza meu trabalho com eficiência e simples operação - estou satisfeito,5
679,o produto atende a todos os requisitos que precisava!,5
680,A princípio estou satisfeita fui bem atendida e o produto chegou dentro prazo.,4
681,Atendeu  todas as minhas  necessidades e melhor do que eu imaginava.,4
682,"Produto simples, prático e funcional. Design bacana.",5
683,"Produto conforme o esperado. Funciona bem, Facil de montar.",5
684,"O produto é bom, funciona melhor em alta qualidade o que consome um pouco mais de tinta, nada tão ruim assim. A entrega foi ótima chegou uma semana antes.",5
685,"o produto é muito bom, ate o momento não tenho que reclamar, mais ainda não to utilizando direto.",4
686,"Entregou dentro do prazo,gostei bastante da impressora ,atendeu minhas expectativas.",4
687,"amei, comprei esse mês estou muito satisfeita, a impressora é muito boa e a entrega foi feita na data certa .",5
688,Gostei de ter efetuado a compra pelo o APP... Na minha opinião eles deveria ter dado baixa logo assim que o caminhão descarregou...,5
689,"Ótimo equipamento atende minhas necessidades , estou satisfeito",5
690,"Superou minhas expectativas. Faz o que promete, simples de instalar, gostei muito. Agora, estou na expectativa quanto a durabilidade dos cartuchos",5
691,Bom a impressora muito boa e a entrega no dia antecipado,5
692,O produto é ótimo. WiFi funciona bem.  É  rápida a impressão e de ótima qualidade.,4
693,O produto é muito bom comprei e fiquei satisfeito era tudo aquilo que eles estavam falando no na venda muito bom a impressora é excelente.,5
694,"Chegou rápido, em poucos dias. Produto muito bom. Veio tudo certinho. Não consegui conectar com a wi fi da minha casa, porém tentei somente no dia em que chegou e não fiz nova tentativa. Recomendo, gostei.",5
695,"O aparelho em si tem ótima qualidade, de som e sinal, mas os ramais que poderiam ser adquiridos separadamente, não estão disponiveis para compra. Liguei na Panasonic e me informaram que não existe mais",4
696,Produto excelente! Eficiente e superou as expectativas!,5
697,"Bom produto,entrega no prazo,excelente preço e bom beneficio custo.",4
698,"comprei uma impressora  de boa qualidade ,gostei muito da minha  compra,  chegou antes do esperado estao de parabens eu recomendo.",5
699,"O produto atendeu a todas as minhas necessidades, chegou antes do esperado e o atendimento  foi excepcional.",5
700,"Fácil manuseio, impressão perfeita. Recomendo o produto",5
701,A entrega foi antes do previsto muito rápida e o produto exelente adorei recomendo parabéns,5
702,Impressora ideal para uso domiciliar. Muito boa e fácil de usar,5
703,recebi os produtos sempre en dia  e em perfeito estado,5
704,"Muito bom 
ótimo Qualidade 
recomendo a todos 
obrigado",5
705,Dentro das especificações técnicas o produto cumpre com o prometido.,4
706,"Produto perfeito de ótima qualidade, prazo de entrega tudo ok.",5
707,"Produto muito bom, entrega antes do prazo !! Custo-benefício Excelente !!",4
708,Muito bom. Fácil instalação. Recomendo para casa e pequenos escritórios.,5
709,"Esta impressora é rápida e silenciosa, com recursos que facilitam o dia a dia como imprimir pelo wifi e diretamente do celular.
A qualidade da impressão é boa com ótimo custo beneficio.
Recomendo.",4
710,"Por ser uma impressora para uso doméstico, tem ótimo desempenho e economia.",5
711,"Multifuncional pequena, com qualidade de impressão e recursos importantes.",5
712,Faz 1 mes que comprei até o momento está tudo ótimo espero que continue assim. Vlw,5
713,"Produto muito boom
Eu recomendo o produto e a loja",5
714,Adorei comprar na magazine Luiza chegou super rápido.,5
715,"Desempenha muito bem as funções! Rápida,  corresponde às minhas necessidades.",5
716,"Não atendeu as expectativas , qualidade abaixo do esperado.
Além de mais outras coisas negativas",2
717,"Ótimos recursos para uso no dia a dia. Scanner com ótima resolução, impressão de qualidade, e sem contar que o valor dos cartuchos de impressão não são o valor de uma impressora nova. Amei.",5
718,"Muitos recusos uteis, fácil de instalar. sem mais delongas.",3
719,"O equipamento atende perfeitamente, se tivesse mais opções de programas seria melhor ainda",4
720,"O produto atendeu minhas expectativas, recomendo pra quem ta procurando qualidade e preço bom",5
721,"Muito bom produto, chegou bem antes do prazo esperado.",5
722,"Produto muito bom....comprei para usar em casa. A entrega foi muito rápida, ainda mais com a opção retira fácil, foi a melhor coisa que o magazine luiza poderia ter feito",5
723,"Produto de ótima qualidade,atendeu minhas expectativa e entrega rápida.",4
724,"Bom Equipamento, Com ótimos recursos, realmente era o que eu precisava.",5
725,"Acima de Minhas expectativas, com Wi-Fi integrado,  show de bola.",5
726,um exceleste produto para seus filhos imprimir trabalho escolar e super econômica e  pode ser usada por toda  família compartilhado vários aparelho,5
727,"Produto muito bom, tem uma calibragem muito boa para o valor dela, velocidade de impressão é média, porem não deixa a desejar. Muito melhor que outras mais caras que já comprei.",5
728,"Produto é pequeno, para instalar o Wi-Fi é só configurar com o USB ligado primeiro. Acho que não é tão econômica quanto falam... Mas vale muito a pena pelo preço.",5
729,"Produto de altíssima qualidade, adorei! Preço excelente",5
730,o  produto chegou  rápido e como mostrava no site  ótima qualidade.,4
731,Comprei 2 produtos e tudo ocorreu muito bem dentro do prazo,5
732,Produto bom e com preço acessível. Entrega rápida.,4
733,O prazo da entrega foi antes do previsto e é um ótimo preço,5
734,"Otimo produto...adorei...entrega na data certa, satisfeita",5
735,"Celular Motorola com ótimos recursos, muito satisfeito com a aquisição.",4
736,"Produto muito bom para uso caseiro, atende bem impressões simples",4
737,Excelente equipamento e custo beneficio. A questão do Wi-Fi faz toda a diferença.,4
738,"O produto possui excelente recursos, otimo acabamento.",5
739,"Funciona super bem, até o momento só usei wi-fi. Bem fácil de instalar e com a impressão muito boa. Vale a pena.",5
740,"Ótimo produto, atende as qualidades anunciadas! Entrega rápida.",5
741,o produto  e muito bom facil de instalar boa qualidade de impressao recomendo o site e o produto,4
742,Muito bom produto recomendo atende minhas necessidades,5
743,"show, chegou antes do prazo ,e era o que eu esperava.",5
744,O produto é ótimo de fácil manuseio. Ótima qualidade de impressão.Chegou no prazo previsto.,5
745,"Multifuncional com 4 cartuchos de tinta separados, com preço razoável. Wifi. Preço acessível. Qualidade de impressão / cores razoável, na impressão de fotos há certa distorção de tom.",4
746,"Bom produto, supriu minhas necessidades. Produto retirado em loja com um bom atendimento",4
747,"Bom Payòl, só a instalação que foi burocrática e precisei do suporte da Epson, porém, o atendimento foi simplesmente excepcional!",5
748,"produto excelente recomendo a todos, imprime com 100% de qualidade",5
749,Produto excelente. Ótimo  Custo benefício  e entrega pontual,5
750,O produto chegou em bom estado e de fácil utilização e simples de utilizar na função impressão ao instalar os app. necessários.,4
751,"Qualidade da impressao otima.
Pratica, ja vem com a tinta, logo o preço compensa em ralação a outras",4
752,É meio barulhenta mas desempenha bem seu papel. Bom custo benefício,4
753,"Gostei muito produto veio certinho ,antes do prazo satisfeita.",5
754,"Adorei... Fácil manuseio, simples silencioso...
Top",5
755,Entrega no prazo! Impressora funcionando normalmente,5
756,"Produto de excelente qualidade, me surpreendeu mto.",5
757,cilenciosa rapida e praticae muito facil de manusear,5
758,Atendeu muito bem as minhas expectativas e até o momento não me desapontou em nada,5
759,Fiz uma ótima escolha em adquirir  esse produto pois é exatamente como imaginei e atende perfeitamente as minhas necessidades.Obrigada ao Magazine Luíza pela pontualidade da entrega.,5
760,tudo atende ao esperado produto muito bom e entrega antes do previsto,5
761,"Em perfeito estado.. como imaginei, recomendo esse produto.",5
762,"Belo produto, aconselho a todos, sem problemas com a compra.",5
763,"Boa impressão,  qualidade do produto boa. Ocupa pouco espaço ótimo produto em geral.",5
764,Todas as funções descritas funcionam com excelência.,4
765,"Trata-se de um produto de uma marca tradicional,de bons recursos para o padrão, me atendeu perfeitamente a expectativa,funcionamento perfeito,minha satisfação é total.",5
766,"Produto de alta qualidade, entregue antes do combinado mesmo sendo época de Natal, muito bom! Tô super satisfeito",5
767,"Um excelente produto, muito facil para instalar e tambem muito facil de trabalhar com ele.",5
768,a impressora atende e o preço foi o melhor que encontrei,4
769,"Bom produto, um pouco dificil de configurar no Win7, no win 10, tranquilo.",4
770,"Um pouco demorada a instalação, mas é um bom produto. Atende bem no que se propõe.",4
771,O produto foi entregue  dentro do prazo estimado e atinge as expectativas criadas pela descrição. Tem alta qualidade de impressão e as realiza rapidamente dentro do tempo esperado (nem muito rápidas nem muito lentas).,5
772,"Faz cópias rapidamente, extremamente econômica, foi fácil fazer a configuração para wifi.",5
773,Muito fácil de instalar e uma ótima qualidade de impressão.,5
774,Um equipamento legal para uso domestico. Aparentemente não encontrei dificuldades no manuseio.,4
775,"o produto adquirido  é  ótimo, veio bem antes do prazo, estou muito contente",5
